srcip,dstip,srcport,dstport,proto,ts,td,pkt,byt,type
3286423966,719035587,34398,22,TCP,1458298379936000.0,3.0639999999999996,22,3405,background
3418889379,719036068,57933,25,TCP,1458298379936000.0,22.064,18,902,background
3544143920,719036084,51080,80,TCP,1458298379940000.0,1.06,3,144,background
3682780049,719035655,49220,443,TCP,1458298379944000.0,0.055999999999999994,2,92,background
3564459018,719035012,51298,80,TCP,1458298379944000.0,0.055999999999999994,2,92,background
3542656079,719035603,63894,443,TCP,1458298379944000.0,23.055999999999997,12,1248,background
3508670281,719034994,3635,80,TCP,1458298379948000.0,16.052,5,208,background
3495582150,719036060,49401,443,TCP,1458298379948000.0,10.052,9,2262,background
732179513,719035658,443,2707,TCP,1458298379952000.0,0.048,6,300,background
3747623400,719035635,54003,22001,TCP,1458298379952000.0,0.048,2,112,background
3542656079,719035603,63826,443,TCP,1458298379952000.0,0.048,3,120,background
2064044602,719036254,443,63182,TCP,1458298379952000.0,0.048,2,80,background
732179822,719036341,80,60590,TCP,1458298379956000.0,0.044000000000000004,3,977,background
3742065815,719035603,63372,443,TCP,1458298379956000.0,6.044,11,1190,background
3390988287,719036341,8291,19652,TCP,1458298379956000.0,0.044000000000000004,2,92,background
2777010895,719034981,8121,44428,TCP,1458298379956000.0,0.044000000000000004,6,431,background
3542656079,719035603,63825,443,TCP,1458298379956000.0,0.044000000000000004,3,120,background
3585578785,719036081,42166,143,TCP,1458298379956000.0,0.044000000000000004,2,104,background
2236964252,719035635,35673,22001,TCP,1458298379960000.0,0.04,2,112,background
2842497832,719035635,51263,22011,TCP,1458298379960000.0,0.04,2,112,background
1027396960,719036354,59788,53,UDP,1458298379960000.0,0.04,2,127,background
732179811,719036255,443,27607,TCP,1458298379964000.0,0.036000000000000004,3,183,background
1433086750,719036236,41029,27027,TCP,1458298379964000.0,1.036,10,1209,background
3748704652,719035635,34050,22011,TCP,1458298379964000.0,0.036000000000000004,2,112,background
2958064218,719036341,8291,19654,TCP,1458298379964000.0,0.036000000000000004,2,92,background
2246107027,719035635,56580,22011,TCP,1458298379968000.0,0.032,2,112,background
615695613,719036117,10010,57370,TCP,1458298379968000.0,0.032,3,164,background
615695613,719036117,10010,57371,TCP,1458298379968000.0,0.032,3,164,background
868364574,719035164,52982,443,TCP,1458298379968000.0,15.032,5,300,background
2961355455,719035603,59173,80,TCP,1458298379968000.0,6.032,6,711,background
610742114,719034994,25,55353,TCP,1458298379968000.0,1.032,97,7685,background
2966648888,719035658,80,3478,TCP,1458298379972000.0,0.027999999999999997,2,85,background
3515300958,719035635,44002,22011,TCP,1458298379972000.0,0.027999999999999997,2,88,background
615695613,719036117,10010,57365,TCP,1458298379972000.0,0.027999999999999997,3,164,background
823394770,719034986,4408,445,TCP,1458298379976000.0,3.0239999999999996,2,96,background
732179519,719035658,443,2714,TCP,1458298379976000.0,0.024,6,300,background
621269281,719036359,161,3143,UDP,1458298379976000.0,126.024,23,1758,background
3428960851,719036253,443,2029,UDP,1458298379976000.0,11.024000000000001,2,128,background
3629771351,719035223,3263,445,TCP,1458298379976000.0,3.0239999999999996,2,96,background
3508692411,719035603,38200,80,TCP,1458298379980000.0,18.02,6,717,background
3382965116,719035603,33369,443,TCP,1458298379984000.0,5.016,12,1451,background
2777010863,719035219,57977,80,TCP,1458298379984000.0,0.016,5,287,background
3510613404,719035603,40626,443,TCP,1458298379984000.0,22.016,16,2075,background
1251876108,719035164,29932,443,TCP,1458298379988000.0,4.012,2,120,background
3542776423,719036084,62527,443,TCP,1458298379992000.0,3.008,8,2341,background
2777010863,719035166,46146,8080,TCP,1458298379992000.0,0.008,5,287,background
2233160233,719035603,39899,443,TCP,1458298379992000.0,0.008,2,381,background
1451328729,719036255,443,11239,TCP,1458298379996000.0,0.004,5,319,background
2232563010,719035656,1854,443,TCP,1458298379996000.0,22.004,344,16884,background
4227306388,719036252,46375,53,UDP,1458298380000000.0,0.0,1,71,background
4256782373,719036355,7064,53,UDP,1458298380000000.0,0.0,1,67,background
4258753824,719036252,28425,53,UDP,1458298380000000.0,0.0,1,69,background
4184670968,719036359,52385,53,UDP,1458298380000000.0,0.0,1,82,background
4289205188,719036359,26869,53,UDP,1458298380000000.0,0.0,1,66,background
4289208189,719036359,0,769,ICMP,1458298380000000.0,0.0,1,56,background
4289781305,719036247,55264,53,UDP,1458298380000000.0,0.0,1,83,background
4292348887,719036355,62343,53,UDP,1458298380000000.0,0.0,1,79,background
3647453194,719036359,13765,53,UDP,1458298380000000.0,0.0,1,74,background
559387990,719036354,53,53869,UDP,1458298380000000.0,0.0,1,163,background
559387990,719036354,53,60383,UDP,1458298380000000.0,0.0,1,156,background
559387990,719036354,53,65298,UDP,1458298380000000.0,0.0,1,166,background
559387990,719036354,53,65332,UDP,1458298380000000.0,0.0,1,155,background
613807286,719034862,54429,443,TCP,1458298380000000.0,0.0,1,130,background
613807286,719034862,54437,443,TCP,1458298380000000.0,0.0,1,40,background
3626732371,719035659,65389,443,TCP,1458298380000000.0,0.0,1,130,background
3666669818,719035197,50188,8080,TCP,1458298380000000.0,0.0,1,40,background
541699257,719034994,25,57393,TCP,1458298380000000.0,0.0,1,40,background
587660303,719034815,3782,53,UDP,1458298380000000.0,0.0,4,260,background
3661637837,719036255,443,7931,TCP,1458298380000000.0,0.0,1,93,background
4110963139,719035192,10706,53,UDP,1458298380000000.0,0.0,1,74,background
3747675581,719034686,35522,53,UDP,1458298380000000.0,0.0,1,82,background
3747675581,719034617,4598,53,UDP,1458298380000000.0,0.0,1,82,background
3747011029,719036247,58111,53,UDP,1458298380000000.0,0.0,1,65,background
3746773237,719036361,49422,53,UDP,1458298380000000.0,0.0,1,68,background
3742065815,719035603,63350,443,TCP,1458298380000000.0,0.0,2,80,background
3726408390,719036354,53,54903,UDP,1458298380000000.0,0.0,1,127,background
3726408390,719036354,53,54018,UDP,1458298380000000.0,0.0,1,120,background
3769096290,719034686,57202,53,UDP,1458298380000000.0,0.0,1,74,background
3726408390,719036354,53,52923,UDP,1458298380000000.0,0.0,1,130,background
3725426527,719034686,1400,53,UDP,1458298380000000.0,0.0,1,56,background
3725426526,719034686,34350,53,UDP,1458298380000000.0,0.0,1,56,background
3725426526,719034617,20459,53,UDP,1458298380000000.0,0.0,1,73,background
3716928317,719036354,21820,53,UDP,1458298380000000.0,0.0,1,69,background
3695798861,719035603,4821,443,TCP,1458298380000000.0,0.0,2,80,background
3694464036,719036252,50029,53,UDP,1458298380000000.0,0.0,1,69,background
3692343796,719034713,53,62535,UDP,1458298380000000.0,0.0,1,85,background
3725426527,719034994,56944,53,UDP,1458298380000000.0,0.0,1,63,background
3769096291,719035003,57104,53,UDP,1458298380000000.0,0.0,1,79,background
3773054913,719036355,46094,53,UDP,1458298380000000.0,0.0,1,69,background
3803657211,719035192,47957,53,UDP,1458298380000000.0,0.0,1,64,background
4099638356,719036247,31955,53,UDP,1458298380000000.0,0.0,1,63,background
4091334188,719036359,33654,53,UDP,1458298380000000.0,0.0,1,74,background
4073823834,719035192,52281,53,UDP,1458298380000000.0,0.0,1,84,background
4032751230,719036359,51412,53,UDP,1458298380000000.0,0.0,1,84,background
4040432303,719036355,60435,53,UDP,1458298380000000.0,0.0,1,73,background
4038286071,719034994,38042,53,UDP,1458298380000000.0,0.0,1,56,background
4038286066,719034994,54532,53,UDP,1458298380000000.0,0.0,1,61,background
3982734981,719034617,11835,53,UDP,1458298380000000.0,0.0,1,69,background
3992249318,719036355,1488,53,UDP,1458298380000000.0,0.0,1,83,background
3951378220,719036354,5853,53,UDP,1458298380000000.0,0.0,1,83,background
3941004826,719036252,62018,53,UDP,1458298380000000.0,0.0,1,75,background
3938748565,719036361,24759,53,UDP,1458298380000000.0,0.0,1,80,background
3896838968,719036354,6536,53,UDP,1458298380000000.0,0.0,1,81,background
3905721236,719036247,26251,53,UDP,1458298380000000.0,0.0,1,65,background
3864729674,719036355,46944,53,UDP,1458298380000000.0,0.0,1,71,background
3813949613,719035192,45045,53,UDP,1458298380000000.0,0.0,1,72,background
3809133900,719036361,63267,53,UDP,1458298380000000.0,0.0,1,72,background
4135097076,719036247,53003,53,UDP,1458298380000000.0,0.0,1,75,background
4130255447,719034713,40026,10408,UDP,1458298380000000.0,0.0,1,551,background
2403862665,719034994,53,40500,UDP,1458298380000000.0,0.0,1,97,background
627657926,719036354,53,50570,UDP,1458298380000000.0,0.0,1,124,background
1133045913,719034686,14283,53,UDP,1458298380000000.0,0.0,1,74,background
1114697591,719035224,49936,8080,TCP,1458298380000000.0,0.0,1,52,background
1114697591,719035224,41376,8080,TCP,1458298380000000.0,0.0,1,52,background
1106726150,719035195,443,51020,TCP,1458298380000000.0,0.0,1,141,background
1098427856,719035164,27498,443,TCP,1458298380000000.0,0.0,1,40,background
1061206024,719034713,4070,54944,TCP,1458298380000000.0,0.0,1,51,background
1063977338,719036255,53,63994,UDP,1458298380000000.0,0.0,1,178,background
1050747967,719036087,64458,8080,TCP,1458298380000000.0,0.0,1,40,background
1050795515,719032601,41442,80,TCP,1458298380000000.0,0.0,1,41,background
1050795515,719032601,37347,80,TCP,1458298380000000.0,0.0,1,41,background
1050795515,719032601,12797,80,TCP,1458298380000000.0,0.0,1,41,background
1027396960,719034994,61367,53,UDP,1458298380000000.0,0.0,1,67,background
1027396960,719034994,61033,53,UDP,1458298380000000.0,0.0,1,67,background
1027396960,719034686,61856,53,UDP,1458298380000000.0,0.0,1,67,background
1027396960,719034617,60072,53,UDP,1458298380000000.0,0.0,1,84,background
1033599168,719034631,41428,53,UDP,1458298380000000.0,0.0,1,77,background
1033599168,719034617,41563,53,UDP,1458298380000000.0,0.0,1,84,background
1133045913,719034686,6467,53,UDP,1458298380000000.0,0.0,1,77,background
1024066803,719036354,53,65325,UDP,1458298380000000.0,0.0,1,146,background
1133045913,719034631,16233,53,UDP,1458298380000000.0,0.0,1,80,background
1133046085,719034686,65324,53,UDP,1458298380000000.0,0.0,1,77,background
3543674568,719036359,161,3143,UDP,1458298380000000.0,126.0,23,1758,background
3612413722,719035603,63365,443,TCP,1458298380000000.0,0.0,2,80,background
3391825950,719036341,0,0,ICMP,1458298380000000.0,300.0,31,992,background
1672491054,719036252,8802,57172,UDP,1458298380000000.0,0.0,1,56,background
1500223430,719034752,59178,80,TCP,1458298380000000.0,0.0,1,52,background
1441697907,719036342,443,49735,TCP,1458298380000000.0,0.0,1,93,background
1441080746,719036355,53,49289,UDP,1458298380000000.0,0.0,1,138,background
1441080326,719036355,53,49391,UDP,1458298380000000.0,0.0,1,149,background
1387902237,1702145366,0,2048,ICMP,1458298380000000.0,0.0,1,84,background
1341270804,719036245,5938,49395,TCP,1458298380000000.0,0.0,1,64,background
1302970731,719034823,0,771,ICMP,1458298380000000.0,0.0,1,88,blacklist
1278059577,719034665,49228,443,TCP,1458298380000000.0,0.0,1,40,background
1251875749,719035164,9631,443,TCP,1458298380000000.0,0.0,1,40,background
1149891760,719033523,39235,9200,TCP,1458298380000000.0,0.0,1,40,background
1139718834,719034686,40889,53,UDP,1458298380000000.0,0.0,1,67,background
1139718448,719034994,25,40651,TCP,1458298380000000.0,0.0,1,40,background
1133046085,719034631,58722,53,UDP,1458298380000000.0,0.0,1,80,background
1133045913,719034631,8306,53,UDP,1458298380000000.0,0.0,1,77,background
1024066803,719036354,53,64056,UDP,1458298380000000.0,0.0,1,143,background
1024066803,719036354,53,60174,UDP,1458298380000000.0,0.0,1,138,background
1024066803,719036354,53,60071,UDP,1458298380000000.0,0.0,1,140,background
732179817,719036245,443,26748,TCP,1458298380000000.0,0.0,2,80,background
732179462,719036252,443,57635,TCP,1458298380000000.0,0.0,1,52,background
732178558,719036252,443,57628,TCP,1458298380000000.0,0.0,1,52,background
722386953,719034713,53,62962,UDP,1458298380000000.0,0.0,1,133,background
707233312,719035603,61287,443,TCP,1458298380000000.0,0.0,2,80,background
716815894,719036354,61267,53,UDP,1458298380000000.0,0.0,1,58,background
716815894,719036354,60132,53,UDP,1458298380000000.0,0.0,1,69,background
716815882,719034994,63342,53,UDP,1458298380000000.0,0.0,1,71,background
716815882,719034994,61473,53,UDP,1458298380000000.0,0.0,1,71,background
716815882,719034686,64924,53,UDP,1458298380000000.0,0.0,1,72,background
716815882,719034686,60574,53,UDP,1458298380000000.0,0.0,1,67,background
716815882,719034617,63719,53,UDP,1458298380000000.0,0.0,1,69,background
716815882,719034617,61911,53,UDP,1458298380000000.0,0.0,1,69,background
716815882,719034617,60720,53,UDP,1458298380000000.0,0.0,1,69,background
716815882,719034617,60682,53,UDP,1458298380000000.0,0.0,1,69,background
627170947,719034988,49537,993,TCP,1458298380000000.0,0.0,1,40,background
624349104,719034686,29078,53,UDP,1458298380000000.0,0.0,1,56,background
732179817,719036245,443,26977,TCP,1458298380000000.0,0.0,2,80,background
732179790,719035195,443,50636,TCP,1458298380000000.0,0.0,1,52,background
844674305,719035224,52751,8080,TCP,1458298380000000.0,0.0,1,52,background
861092860,719034686,42708,53,UDP,1458298380000000.0,0.0,1,73,background
1024066803,719036354,53,57728,UDP,1458298380000000.0,0.0,1,141,background
1024066803,719036354,53,56109,UDP,1458298380000000.0,0.0,1,138,background
1024066803,719036354,53,55761,UDP,1458298380000000.0,0.0,1,141,background
1024066803,719036354,53,54765,UDP,1458298380000000.0,0.0,1,136,background
1013173524,719034815,55545,53,UDP,1458298380000000.0,0.0,5,350,background
1013173524,719034815,43460,53,UDP,1458298380000000.0,0.0,5,350,background
1008500766,719035870,53,33073,UDP,1458298380000000.0,0.0,1,141,background
1008500766,719034713,53,64322,UDP,1458298380000000.0,0.0,1,631,background
614070516,719034686,33290,53,UDP,1458298380000000.0,0.0,1,73,background
1021595080,719034631,53,53,UDP,1458298380000000.0,0.0,2,1114,background
1020371329,719036354,28227,53,UDP,1458298380000000.0,0.0,1,73,background
1007391969,719034631,53,53,UDP,1458298380000000.0,0.0,2,262,background
999811391,719034617,2452,53,UDP,1458298380000000.0,0.0,1,84,background
958989754,719036146,161,34020,UDP,1458298380000000.0,0.0,1,79,background
915356668,719034713,80,58143,TCP,1458298380000000.0,0.0,1,40,background
904151352,719034713,53,63658,UDP,1458298380000000.0,0.0,1,313,background
904151332,719034713,53,63415,UDP,1458298380000000.0,0.0,1,279,background
875805218,719035195,80,50710,TCP,1458298380000000.0,0.0,2,80,background
1020371329,719036354,31888,53,UDP,1458298380000000.0,0.0,1,82,background
3592994894,719034686,52381,53,UDP,1458298380000000.0,0.0,1,76,background
1024066803,719036354,53,56985,UDP,1458298380000000.0,0.0,1,141,background
3576494422,719034631,31416,53,UDP,1458298380000000.0,0.0,1,68,background
2403862665,719034994,53,53499,UDP,1458298380000000.0,0.0,1,114,background
2403862665,719034994,53,53897,UDP,1458298380000000.0,0.0,1,285,background
2403862665,719034994,53,53998,UDP,1458298380000000.0,0.0,1,161,background
2403862665,719034994,53,54223,UDP,1458298380000000.0,0.0,1,75,background
2403862665,719034994,53,54505,UDP,1458298380000000.0,0.0,1,126,background
2403862665,719034994,53,55138,UDP,1458298380000000.0,0.0,1,79,background
2403862665,719034994,53,55244,UDP,1458298380000000.0,0.0,1,85,background
2403862665,719034994,53,55439,UDP,1458298380000000.0,0.0,1,95,background
2403862665,719034994,53,55580,UDP,1458298380000000.0,0.0,1,97,background
2403862665,719034994,53,56267,UDP,1458298380000000.0,0.0,1,74,background
2403862665,719034994,53,56577,UDP,1458298380000000.0,0.0,1,95,background
2403862665,719034994,53,56684,UDP,1458298380000000.0,0.0,1,76,background
2403862665,719034994,53,56717,UDP,1458298380000000.0,0.0,1,161,background
2403862665,719034994,53,56732,UDP,1458298380000000.0,0.0,1,137,background
2403862665,719034994,53,56836,UDP,1458298380000000.0,0.0,1,95,background
2403862665,719034994,53,57574,UDP,1458298380000000.0,0.0,1,88,background
2403862665,719034994,53,57969,UDP,1458298380000000.0,0.0,1,82,background
2403862665,719034994,53,58039,UDP,1458298380000000.0,0.0,1,116,background
2403862665,719034994,53,58181,UDP,1458298380000000.0,0.0,1,77,background
2403862665,719034994,53,58967,UDP,1458298380000000.0,0.0,1,100,background
2403862665,719034994,53,59062,UDP,1458298380000000.0,0.0,1,97,background
2403862665,719034994,53,59335,UDP,1458298380000000.0,0.0,1,121,background
2403862665,719034994,53,59430,UDP,1458298380000000.0,0.0,1,285,background
2403862665,719034994,53,53073,UDP,1458298380000000.0,0.0,1,88,background
2403862665,719034994,53,52935,UDP,1458298380000000.0,0.0,1,100,background
2403862665,719034994,53,52844,UDP,1458298380000000.0,0.0,1,105,background
2403862665,719034994,53,52573,UDP,1458298380000000.0,0.0,1,75,background
2403862665,719034994,53,47604,UDP,1458298380000000.0,0.0,1,74,background
2403862665,719034994,53,48136,UDP,1458298380000000.0,0.0,1,178,background
2403862665,719034994,53,48254,UDP,1458298380000000.0,0.0,1,97,background
2403862665,719034994,53,48331,UDP,1458298380000000.0,0.0,1,79,background
2403862665,719034994,53,48438,UDP,1458298380000000.0,0.0,1,82,background
2403862665,719034994,53,48541,UDP,1458298380000000.0,0.0,1,85,background
2403862665,719034994,53,48616,UDP,1458298380000000.0,0.0,1,116,background
2403862665,719034994,53,48761,UDP,1458298380000000.0,0.0,1,93,background
2403862665,719034994,53,48920,UDP,1458298380000000.0,0.0,1,121,background
2403862665,719034994,53,48951,UDP,1458298380000000.0,0.0,1,285,background
2403862665,719034994,53,49318,UDP,1458298380000000.0,0.0,1,83,background
2403862665,719034994,53,60493,UDP,1458298380000000.0,0.0,1,87,background
2403862665,719034994,53,49579,UDP,1458298380000000.0,0.0,1,106,background
2403862665,719034994,53,49696,UDP,1458298380000000.0,0.0,1,116,background
2403862665,719034994,53,49878,UDP,1458298380000000.0,0.0,1,285,background
2403862665,719034994,53,49891,UDP,1458298380000000.0,0.0,1,97,background
2403862665,719034994,53,50264,UDP,1458298380000000.0,0.0,1,112,background
2403862665,719034994,53,51296,UDP,1458298380000000.0,0.0,1,93,background
2403862665,719034994,53,51399,UDP,1458298380000000.0,0.0,1,145,background
2403862665,719034994,53,51942,UDP,1458298380000000.0,0.0,1,79,background
2403862665,719034994,53,52282,UDP,1458298380000000.0,0.0,1,97,background
2403862665,719034994,53,52303,UDP,1458298380000000.0,0.0,1,143,background
2403862665,719034994,53,52404,UDP,1458298380000000.0,0.0,1,130,background
2403862665,719034994,53,52468,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034994,53,49592,UDP,1458298380000000.0,0.0,1,126,background
2403862665,719034994,53,47570,UDP,1458298380000000.0,0.0,1,79,background
2403862665,719034994,53,60660,UDP,1458298380000000.0,0.0,1,77,background
2403862665,719034996,53,46208,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719036065,53,54451,UDP,1458298380000000.0,0.0,1,87,background
2403862665,719036065,53,55848,UDP,1458298380000000.0,0.0,1,83,background
2403862665,719036065,53,60677,UDP,1458298380000000.0,0.0,1,78,background
2403862665,719036068,53,45757,UDP,1458298380000000.0,0.0,1,168,background
2403862665,719036073,53,42155,UDP,1458298380000000.0,0.0,1,133,background
2403862665,719036094,53,58749,UDP,1458298380000000.0,0.0,1,89,background
2403862665,719036223,53,45859,UDP,1458298380000000.0,0.0,1,173,background
2403862665,719036252,53,50690,UDP,1458298380000000.0,0.0,1,155,background
2403862665,719036254,53,56217,UDP,1458298380000000.0,0.0,1,91,background
2441933503,719036248,443,53787,TCP,1458298380000000.0,0.0,1,60,background
2464073789,719036247,12924,53,UDP,1458298380000000.0,0.0,1,69,background
2464966975,719035192,39971,53,UDP,1458298380000000.0,0.0,1,70,background
2526485369,719034617,58226,53,UDP,1458298380000000.0,0.0,1,65,background
2526637279,719035195,443,50685,TCP,1458298380000000.0,0.0,2,111,background
2526637279,719035195,443,50704,TCP,1458298380000000.0,0.0,2,111,background
2526637279,719035195,443,50705,TCP,1458298380000000.0,0.0,2,111,background
2526637279,719035195,443,50706,TCP,1458298380000000.0,0.0,2,111,background
2526637279,719035195,443,50707,TCP,1458298380000000.0,0.0,2,111,background
2526637279,719035195,443,50708,TCP,1458298380000000.0,0.0,2,111,background
2526637279,719035195,443,50709,TCP,1458298380000000.0,0.0,2,111,background
2526637279,719035195,443,50711,TCP,1458298380000000.0,0.0,2,111,background
2526637279,719035195,443,50712,TCP,1458298380000000.0,0.0,2,111,background
2526637279,719035195,443,50713,TCP,1458298380000000.0,0.0,2,111,background
2403862665,719036065,53,51881,UDP,1458298380000000.0,0.0,1,150,background
2403862665,719036065,53,47606,UDP,1458298380000000.0,0.0,1,89,background
2403862665,719036065,53,46782,UDP,1458298380000000.0,0.0,1,150,background
2403862665,719036065,53,45503,UDP,1458298380000000.0,0.0,1,130,background
2403862665,719034998,53,42128,UDP,1458298380000000.0,0.0,1,136,background
2403862665,719034998,53,52704,UDP,1458298380000000.0,0.0,1,123,background
2403862665,719034999,53,34975,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034999,53,38674,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719035001,53,50559,UDP,1458298380000000.0,0.0,1,123,background
2403862665,719035001,53,55759,UDP,1458298380000000.0,0.0,1,136,background
2403862665,719035008,53,33248,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719035008,53,33274,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719035008,53,38950,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719035008,53,42162,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719035008,53,42687,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034996,53,36358,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719035008,53,42825,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719035008,53,45856,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719035008,53,48632,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719035008,53,60828,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719034900,53,40839,UDP,1458298380000000.0,0.0,1,136,background
2403862665,719034900,53,42491,UDP,1458298380000000.0,0.0,1,157,background
2403862665,719035255,53,65273,UDP,1458298380000000.0,0.0,1,288,background
2403862665,719035623,53,47253,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719035623,53,59555,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719036065,53,34848,UDP,1458298380000000.0,0.0,1,77,background
2403862665,719036065,53,38330,UDP,1458298380000000.0,0.0,1,93,background
2403862665,719036065,53,39735,UDP,1458298380000000.0,0.0,1,138,background
2403862665,719035008,53,44305,UDP,1458298380000000.0,0.0,1,104,background
2557752078,719034788,34306,80,TCP,1458298380000000.0,0.0,1,52,background
2403862665,719034994,53,47021,UDP,1458298380000000.0,0.0,1,112,background
2403862665,719034994,53,47003,UDP,1458298380000000.0,0.0,1,74,background
2403861754,719035062,53,37846,UDP,1458298380000000.0,0.0,1,80,background
2403861754,719035062,53,56176,UDP,1458298380000000.0,0.0,1,104,background
2403861754,719036245,53,38112,UDP,1458298380000000.0,0.0,1,119,background
2403861754,719036245,53,55120,UDP,1458298380000000.0,0.0,1,121,background
2403862665,719034780,53,37061,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034876,53,55095,UDP,1458298380000000.0,0.0,1,170,background
2403862665,719034981,53,44315,UDP,1458298380000000.0,0.0,1,76,background
2403862665,719034981,53,45602,UDP,1458298380000000.0,0.0,1,76,background
2403862665,719034981,53,52018,UDP,1458298380000000.0,0.0,1,120,background
2403862665,719034981,53,53391,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034981,53,60377,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719034982,53,33243,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719034982,53,36821,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034985,53,41798,UDP,1458298380000000.0,0.0,1,115,background
2403862665,719034985,53,46137,UDP,1458298380000000.0,0.0,1,90,background
2403862665,719034988,53,35685,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034988,53,38838,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034988,53,39946,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034988,53,39989,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034988,53,40201,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034988,53,41724,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034988,53,47441,UDP,1458298380000000.0,0.0,1,104,background
2403862665,719034988,53,47621,UDP,1458298380000000.0,0.0,1,80,background
2403861754,719035039,53,44999,UDP,1458298380000000.0,0.0,1,157,background
2403861754,719035039,53,34548,UDP,1458298380000000.0,0.0,1,104,background
2403861754,719035039,53,33146,UDP,1458298380000000.0,0.0,1,80,background
2403861754,719035035,53,40181,UDP,1458298380000000.0,0.0,1,104,background
3542778363,719034988,52212,80,TCP,1458298380000000.0,14.0,43,7416,background
3509605800,719035603,54129,443,TCP,1458298380000000.0,11.0,8,997,background
3576649473,719036079,63445,443,TCP,1458298380000000.0,0.0,1,40,background
2234944763,719034664,51036,80,TCP,1458298380000000.0,0.0,1,52,background
2243057494,719036245,12333,26374,TCP,1458298380000000.0,0.0,1,40,background
2214935614,719035587,53,50458,UDP,1458298380000000.0,0.0,1,126,background
2214935614,719035587,53,47151,UDP,1458298380000000.0,0.0,1,117,background
2206154098,719036354,1418,53,UDP,1458298380000000.0,0.0,1,75,background
2194639769,719036361,37620,53,UDP,1458298380000000.0,0.0,1,62,background
2115123232,719036254,443,53908,TCP,1458298380000000.0,0.0,1,40,background
2124659563,719034994,13335,53,UDP,1458298380000000.0,0.0,1,67,background
2403862665,719034988,53,48838,UDP,1458298380000000.0,0.0,1,80,background
2063992213,719035255,443,50093,TCP,1458298380000000.0,0.0,1,130,background
2063992001,719036254,443,52430,TCP,1458298380000000.0,0.0,1,40,background
2064046182,719036254,443,50264,TCP,1458298380000000.0,0.0,1,125,background
2063991405,719036254,443,52979,TCP,1458298380000000.0,0.0,1,125,background
2064037546,719036254,443,52676,TCP,1458298380000000.0,0.0,1,130,background
1801089593,719035870,53,55475,UDP,1458298380000000.0,0.0,1,130,background
1788397475,719035195,443,50801,TCP,1458298380000000.0,0.0,1,42,background
2403861754,719035012,53,41491,UDP,1458298380000000.0,0.0,1,149,background
2403861754,719035012,53,55230,UDP,1458298380000000.0,0.0,1,135,background
2403861754,719035030,53,33165,UDP,1458298380000000.0,0.0,1,80,background
2403861754,719035030,53,51990,UDP,1458298380000000.0,0.0,1,104,background
2403861754,719035035,53,38582,UDP,1458298380000000.0,0.0,1,80,background
2063992001,719036254,443,54337,TCP,1458298380000000.0,0.0,1,130,background
1788232289,719035195,40013,4945,UDP,1458298380000000.0,0.0,1,487,background
2403862665,719034988,53,49211,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034988,53,52622,UDP,1458298380000000.0,0.0,1,80,background
2403862665,719034994,53,41016,UDP,1458298380000000.0,0.0,1,105,background
2403862665,719034994,53,41523,UDP,1458298380000000.0,0.0,1,92,background
2403862665,719034994,53,41937,UDP,1458298380000000.0,0.0,1,92,background
2403862665,719034994,53,42092,UDP,1458298380000000.0,0.0,1,285,background
2403862665,719034994,53,43006,UDP,1458298380000000.0,0.0,1,137,background
2403862665,719034994,53,43422,UDP,1458298380000000.0,0.0,1,119,background
2403862665,719034994,53,43521,UDP,1458298380000000.0,0.0,1,126,background
2403862665,719034994,53,43968,UDP,1458298380000000.0,0.0,1,93,background
2403862665,719034994,53,44241,UDP,1458298380000000.0,0.0,1,85,background
2403862665,719034994,53,44820,UDP,1458298380000000.0,0.0,1,238,background
2403862665,719034994,53,44854,UDP,1458298380000000.0,0.0,1,78,background
2403862665,719034994,53,44862,UDP,1458298380000000.0,0.0,1,143,background
2403862665,719034994,53,44896,UDP,1458298380000000.0,0.0,1,105,background
2403862665,719034994,53,44975,UDP,1458298380000000.0,0.0,1,89,background
